district_name,state_name,year,season,crop,crop_area,crop_production,yield,crop_type,avg_temp,total_precip,avg_humidity,avg_windspeed,district_x,state_x,data_points,district_y,state_y,loamy_alfisols_level,ustalf/ustolls_level,loamy_alfisol_level,vertisols_level,vertic_soils_level,inceptisols_level,verrtisols_level,orthids_level,sandy_alfisol_level,sandy_alfisols_level,vertic_sols_level,udupts/udalfs_level,vrtic_soils_level,verti_sols_level,pssaments_level,vertic_osils_level,pssamnets_level,udolls/udalfs_level,innceptisols_level,crop_code,area_unit,production_unit,yield_unit
North Tripura,Tripura,2016,kharif,groundnut,61.0,80.0,1.31,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Mungeli,Chhattisgarh,2017,rabi,linseed,144.0,32.0,0.22,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Purba Medinipur,West Bengal,2016,kharif,sesamum,23.0,9.0,0.39,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Mysuru,Karnataka,2018,kharif,bajra,18.0,16.0,0.89,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Dhule,Maharashtra,2018,kharif,other cereals,441.0,243.0,0.55,Cereals,28.331402,459.88,59.338036,3.6922898,Dhule,Maharashtra,214.0,Dhule,Maharashtra,,,,low,extreme,,,,,,,,,,,,,,,188,Hectare,Tonnes,Tonnes/Hectare
Pune,Maharashtra,2016,kharif,groundnut,17500.0,18500.0,1.06,Oilseeds,25.060467,2249.26,76.51075,3.378645,Pune,Maharashtra,214.0,Pune,Maharashtra,,,,low,extreme,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Allahabad,Uttar Pradesh,2018,rabi,onion,477.0,5966.0,12.51,Vegetable,18.98675,7.02,39.963833,1.5429167,Allahabad,Uttar Pradesh,120.0,Allahabad,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Chittoor,Andhra Pradesh,2016,rabi,groundnut,14374.0,48081.0,3.34,Oilseeds,23.80153,130.39,66.77065,1.9367213,Chittoor,Andhra Pradesh,183.0,Chittoor,Andhra Pradesh,,,,,,,,low,high_extreme,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Bagalkote,Karnataka,2018,whole_year,tapioca,1.0,13.0,13.0,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,Hectare,Tonnes,Tonnes/Hectare
Bhagalpur,Bihar,2018,rabi,masoor,2021.0,1081.0,0.53,Pulses,21.284231,64.63,49.648735,1.4972527,Bhagalpur,Bihar,182.0,Bhagalpur,Bihar,,moderate,,,,extreme,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Nagarkurnool,Telangana,2019,rabi,urad,828.0,1490.0,1.8,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Surat,Gujarat,2017,rabi,maize,358.0,570.0,1.59,Cereals,24.158167,28.39,41.116417,1.9110833,Surat,Gujarat,120.0,Surat,Gujarat,,,,extreme,low,,,low,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Dharwad,Karnataka,2017,rabi,urad,27.0,12.0,0.44,Pulses,23.725658,116.22,55.998077,1.8807143,Dharwad,Karnataka,182.0,Dharwad,Karnataka,,,,low,extreme,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Ludhiana,Punjab,2017,rabi,wheat,252000.0,1.296e+06,5.14,Cereals,15.66475,101.69,45.160583,1.4373333,Ludhiana,Punjab,120.0,Ludhiana,Punjab,,,,,,high_extreme,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Hassan,Karnataka,2017,rabi,onion,35.0,496.0,14.17,Vegetable,22.321869,179.81,63.49022,1.6335714,Hassan,Karnataka,182.0,Hassan,Karnataka,,,,,,,,,high_extreme,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Bhavnagar,Gujarat,2017,rabi,rapeseed &mustard,11.0,20.0,1.82,Oilseeds,24.378407,24.94,40.628956,2.02011,Bhavnagar,Gujarat,182.0,Bhavnagar,Gujarat,,,,,low,,,extreme,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Thanjavur,Tamil Nadu,2018,kharif,maize,884.0,6717.0,7.6,Cereals,29.95014,475.78,67.08154,3.400701,Thanjavur,Tamil Nadu,214.0,Thanjavur,Tamil Nadu,,,,,,,,high_extreme,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Leh Ladakh,Ladakh,2015,rabi,masoor,5.0,2.8,0.56,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Raipur,Chhattisgarh,2016,rabi,moong(green gram),102.0,29.0,0.28,Pulses,20.264334,7.47,55.578667,1.2465,Raipur,Chhattisgarh,120.0,Raipur,Chhattisgarh,low,moderate,,very_low,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Pilibhit,Uttar Pradesh,2018,rabi,wheat,148303.0,658762.0,4.44,Cereals,16.64675,23.68,50.92425,1.4885833,Pilibhit,Uttar Pradesh,120.0,Pilibhit,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Fatehpur,Uttar Pradesh,2017,rabi,turmeric,75.0,96.0,1.28,Spices,21.474121,22.25,41.42626,1.5793957,Fatehpur,Uttar Pradesh,182.0,Fatehpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,504,Hectare,Tonnes,Tonnes/Hectare
East Godavari,Andhra Pradesh,2016,rabi,tapioca,5.0,58.0,11.6,Vegetable,24.933916,25.6,67.79667,1.7215,East Godavari,Andhra Pradesh,120.0,East Godavari,Andhra Pradesh,,,,,,,,extreme,low,,,,,,,,,,,702,Hectare,Tonnes,Tonnes/Hectare
Tiruppur,Tamil Nadu,2019,zaid,rice,664.0,2857.0,4.3,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Unnao,Uttar Pradesh,2017,kharif,sugarcane,612.0,47790.0,78.09,Sugar,31.54201,831.43,54.035843,1.9860281,Unnao,Uttar Pradesh,214.0,Unnao,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Guna,Madhya Pradesh,2018,kharif,cotton(lint),71.0,48.0,0.68,Fiber Crops,28.93701,931.27,56.822712,2.7831776,Guna,Madhya Pradesh,214.0,Guna,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Chikkamagaluru,Karnataka,2017,zaid,moong(green gram),65.0,19.0,0.29,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Raigarh,Chhattisgarh,2018,rabi,masoor,120.0,34.0,0.28,Pulses,22.156155,75.88,52.846375,1.2748901,Raigarh,Chhattisgarh,182.0,Raigarh,Chhattisgarh,,high_extreme,,,,,,,,,,,,,,,,,,205,Hectare,Tonnes,Tonnes/Hectare
Godda,Jharkhand,2018,kharif,horse-gram,499.0,354.0,0.71,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Tirunelveli,Tamil Nadu,2015,rabi,jowar,348.0,559.0,1.61,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Baleshwar,Odisha,2015,rabi,horse-gram,1.0,2.0,2.0,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Madurai,Tamil Nadu,2017,rabi,gram,52.0,48.0,0.92,Pulses,24.82225,245.82,72.934586,2.19,Madurai,Tamil Nadu,120.0,Madurai,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Kannauj,Uttar Pradesh,2018,rabi,tobacco,11.0,9.0,0.82,Drugs And Narcotics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1302,Hectare,Tonnes,Tonnes/Hectare
Mandla,Madhya Pradesh,2016,kharif,arhar/tur,10000.0,11000.0,1.1,Pulses,27.89444,1145.51,64.04981,2.2972429,Mandla,Madhya Pradesh,214.0,Mandla,Madhya Pradesh,,,,very_low,high_extreme,,,,,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Dakshin Bastar Dantewada,Chhattisgarh,2016,kharif,urad,542.0,237.0,0.44,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Madhepura,Bihar,2018,kharif,mesta,2125.0,7948.0,3.74,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,Hectare,Tonnes,Tonnes/Hectare
Buldhana,Maharashtra,2015,rabi,other oilseeds,100.0,100.0,1.0,Oilseeds,24.003845,107.44,44.90044,1.7301649,Buldhana,Maharashtra,182.0,Buldhana,Maharashtra,,,,low,extreme,,,,,,,,,,,,,,,1088,Hectare,Tonnes,Tonnes/Hectare
Narmada,Gujarat,2017,kharif,urad,560.0,356.0,0.64,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Bongaigaon,Assam,2015,kharif,mesta,350.0,2421.0,6.92,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,Hectare,Tonnes,Tonnes/Hectare
Alipurduar,West Bengal,2018,kharif,urad,2186.0,1634.0,0.75,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Dharwad,Karnataka,2018,rabi,other  rabi pulses,450.0,173.0,0.38,Pulses,24.459286,68.42,47.887856,1.82,Dharwad,Karnataka,182.0,Dharwad,Karnataka,,,,low,extreme,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Bargarh,Odisha,2016,rabi,potato,224.0,2041.3,9.11,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Alwar,Rajasthan,2018,kharif,sannhamp,1.0,1.0,1.0,Fiber Crops,30.739113,726.59,51.48645,2.0531776,Alwar,Rajasthan,214.0,Alwar,Rajasthan,,,,,,high_extreme,,,,,,,,,,,,,,1104,Hectare,Tonnes,Tonnes/Hectare
Morbi,Gujarat,2018,kharif,urad,69.0,42.0,0.61,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Medak,Telangana,2017,kharif,arhar/tur,3080.0,2168.0,0.7,Pulses,28.391169,675.06,61.605,2.7646263,Medak,Telangana,214.0,Medak,Telangana,,,,,low,,,,extreme,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Jalpaiguri,West Bengal,2019,kharif,jute,26024.0,405295.0,15.57,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1102,Hectare,Tonnes,Tonnes/Hectare
Salem,Tamil Nadu,2018,kharif,jowar,29093.0,30500.0,1.05,Cereals,28.261541,550.2,66.341774,2.3846729,Salem,Tamil Nadu,214.0,Salem,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,102,Hectare,Tonnes,Tonnes/Hectare
Surat,Gujarat,2019,kharif,guar seed,133.0,97.0,0.73,Fodder,28.852524,1966.0,74.82444,3.1659346,Surat,Gujarat,214.0,Surat,Gujarat,,,,extreme,low,,,low,,,,,,,,,,,,1401,Hectare,Tonnes,Tonnes/Hectare
Longding,Arunachal Pradesh,2015,whole_year,dry chillies,60.0,198.0,3.3,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Kaimur (Bhabua),Bihar,2016,rabi,potato,321.0,4876.0,15.19,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Betul,Madhya Pradesh,2019,zaid,groundnut,100.0,140.0,1.4,Oilseeds,31.243645,27.93,23.547102,2.622056,Betul,Madhya Pradesh,107.0,Betul,Madhya Pradesh,,,,,high_extreme,,very_low,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Sirmaur,Himachal Pradesh,2016,kharif,ragi,251.0,149.0,0.59,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,Hectare,Tonnes,Tonnes/Hectare
Haridwar,Uttarakhand,2020,kharif,groundnut,482.0,728.0,1.51,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Barabanki,Uttar Pradesh,2018,rabi,wheat,162367.0,641351.0,3.95,Cereals,20.274616,11.32,46.51687,1.6351099,Barabanki,Uttar Pradesh,182.0,Barabanki,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Dhalai,Tripura,2015,rabi,peas & beans (pulses),383.0,365.0,0.95,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Virudhunagar,Tamil Nadu,2015,kharif,cotton(lint),1536.0,2205.0,1.44,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Medak,Telangana,2018,rabi,safflower,12.0,7.0,0.58,Oilseeds,23.4115,12.99,39.70175,1.8905833,Medak,Telangana,120.0,Medak,Telangana,,,,,low,,,,extreme,,,,,,,,,,,1008,Hectare,Tonnes,Tonnes/Hectare
Krishnagiri,Tamil Nadu,2017,whole_year,cashewnut,5.0,28.0,0.0,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare
West Godavari,Andhra Pradesh,2015,kharif,maize,2759.0,14187.0,5.14,Cereals,28.975794,1036.14,78.5208,3.1904674,West Godavari,Andhra Pradesh,214.0,West Godavari,Andhra Pradesh,,,,,,,,moderate,moderate,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Bhind,Madhya Pradesh,2017,kharif,bajra,61900.0,170470.0,2.75,Cereals,32.360092,549.42,46.446354,2.1290188,Bhind,Madhya Pradesh,214.0,Bhind,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Gariyaband,Chhattisgarh,2016,whole_year,dry chillies,130.0,118.0,0.91,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Balrampur,Chhattisgarh,2019,rabi,linseed,3438.0,1458.0,0.42,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Bidar,Karnataka,2017,rabi,other  rabi pulses,417.0,145.0,0.35,Pulses,23.971209,110.05,45.728405,1.8368682,Bidar,Karnataka,182.0,Bidar,Karnataka,,,,,high_extreme,,,,,,,,,,,,,,,288,Hectare,Tonnes,Tonnes/Hectare
Kra Daadi,Arunachal Pradesh,2018,rabi,rapeseed &mustard,28.0,25.0,0.89,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,Hectare,Tonnes,Tonnes/Hectare
Jogulamba,Telangana,2018,kharif,groundnut,6006.0,13333.0,2.22,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Suryapet,Telangana,2017,kharif,banana,14.0,902.0,64.43,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606,Hectare,Tonnes,Tonnes/Hectare
Hanumangarh,Rajasthan,2015,kharif,soyabean,6.0,4.0,0.67,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1009,Hectare,Tonnes,Tonnes/Hectare
Tirunelveli,Tamil Nadu,2015,kharif,small millets,148.0,127.0,0.86,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Hectare,Tonnes,Tonnes/Hectare
Dindigul,Tamil Nadu,2015,kharif,small millets,8.0,2.0,0.25,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Hectare,Tonnes,Tonnes/Hectare
Surguja,Chhattisgarh,2015,rabi,potato,1904.0,12062.0,6.34,Vegetable,17.253,51.9,60.97725,1.4011667,Surguja,Chhattisgarh,120.0,Surguja,Chhattisgarh,,high_extreme,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Malkangiri,Odisha,2015,zaid,rice,3000.0,7000.0,2.33,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Aurangabad,Bihar,2017,rabi,barley,676.0,1445.0,2.14,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,Hectare,Tonnes,Tonnes/Hectare
Alipurduar,West Bengal,2016,zaid,moong(green gram),254.0,232.0,0.91,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Udaipur,Rajasthan,2017,rabi,barley,9416.0,22399.0,2.38,Cereals,19.113333,10.14,32.326668,1.8239167,Udaipur,Rajasthan,120.0,Udaipur,Rajasthan,,,,,extreme,,,,,,,,,,low,,,,,107,Hectare,Tonnes,Tonnes/Hectare
Datia,Madhya Pradesh,2018,whole_year,garlic,401.0,4010.0,10.0,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Pudukkottai,Tamil Nadu,2015,rabi,sesamum,654.0,183.0,0.28,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Coimbatore,Tamil Nadu,2016,whole_year,cashewnut,69.0,8.0,0.12,Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619,Hectare,Tonnes,Tonnes/Hectare
Doda,Jammu And Kashmir,2015,rabi,barley,1395.0,448.1,0.32,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,Hectare,Tonnes,Tonnes/Hectare
Peren,Nagaland,2017,kharif,sugarcane,520.0,22630.0,43.52,Sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,Hectare,Tonnes,Tonnes/Hectare
Hoshangabad,Madhya Pradesh,2016,rabi,wheat,260000.0,1.17e+06,4.5,Cereals,21.932787,47.58,42.08186,1.5868306,Hoshangabad,Madhya Pradesh,183.0,Hoshangabad,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Madhepura,Bihar,2017,kharif,moong(green gram),248.0,169.0,0.68,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Katihar,Bihar,2015,rabi,khesari,815.0,761.0,0.93,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,Hectare,Tonnes,Tonnes/Hectare
Raipur,Chhattisgarh,2018,whole_year,cotton(lint),28.0,70.0,2.5,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Sonitpur,Assam,2019,whole_year,ginger,714.0,7215.0,10.11,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Khowai,Tripura,2018,kharif,rice,1430.0,1581.24,1.11,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,Hectare,Tonnes,Tonnes/Hectare
Karbi Anglong,Assam,2015,rabi,gram,465.0,357.0,0.77,Pulses,18.19925,78.37,72.97425,0.29141667,Karbi Anglong,Assam,120.0,Karbi Anglong,Assam,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Bhilwara,Rajasthan,2015,kharif,bajra,2170.0,1715.0,0.79,Cereals,29.395842,456.19,49.2757,2.7404673,Bhilwara,Rajasthan,214.0,Bhilwara,Rajasthan,,,,,high_extreme,,,,,,,,,,,,,,,103,Hectare,Tonnes,Tonnes/Hectare
Shahdol,Madhya Pradesh,2019,rabi,wheat,64772.0,160829.0,2.48,Cereals,17.655167,58.2,58.033417,1.5064167,Shahdol,Madhya Pradesh,120.0,Shahdol,Madhya Pradesh,,moderate,,,extreme,,,,,,,,,,,,,,,106,Hectare,Tonnes,Tonnes/Hectare
Saharanpur,Uttar Pradesh,2017,kharif,dry chillies,57.0,52.0,0.91,Spices,29.618177,1038.48,54.57883,1.7976168,Saharanpur,Uttar Pradesh,214.0,Saharanpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,502,Hectare,Tonnes,Tonnes/Hectare
Guntur,Andhra Pradesh,2018,rabi,arhar/tur,1060.0,716.0,0.68,Pulses,26.515385,160.14,64.57214,1.7299451,Guntur,Andhra Pradesh,182.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,202,Hectare,Tonnes,Tonnes/Hectare
Tiruvannamalai,Tamil Nadu,2018,kharif,maize,498.0,3777.0,7.58,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,Hectare,Tonnes,Tonnes/Hectare
Yadagiri,Karnataka,2019,zaid,onion,193.0,2231.0,11.56,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Banas Kantha,Gujarat,2017,rabi,small millets,1575.0,2938.0,1.87,Cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Hectare,Tonnes,Tonnes/Hectare
Vadodara,Gujarat,2015,zaid,moong(green gram),358.0,245.0,0.68,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Tirap,Arunachal Pradesh,2017,whole_year,ginger,46.0,224.0,4.87,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Araria,Bihar,2019,rabi,potato,1874.0,25760.0,13.75,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Etawah,Uttar Pradesh,2015,rabi,onion,38.0,447.0,11.76,Vegetable,20.79379,144.16,42.383408,1.5178022,Etawah,Uttar Pradesh,182.0,Etawah,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Dungarpur,Rajasthan,2019,whole_year,ginger,28.0,120.0,4.29,Spices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,Hectare,Tonnes,Tonnes/Hectare
Firozabad,Uttar Pradesh,2015,rabi,gram,465.0,330.0,0.71,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,Hectare,Tonnes,Tonnes/Hectare
Satna,Madhya Pradesh,2018,kharif,moong(green gram),5170.0,1090.0,0.21,Pulses,29.738459,963.32,58.55355,2.3572898,Satna,Madhya Pradesh,214.0,Satna,Madhya Pradesh,,,,,high_extreme,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Narsinghpur,Madhya Pradesh,2017,kharif,moong(green gram),8500.0,6200.0,0.73,Pulses,29.521215,878.44,58.77145,2.3762617,Narsinghpur,Madhya Pradesh,214.0,Narsinghpur,Madhya Pradesh,,,,high_extreme,low,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Surguja,Chhattisgarh,2016,kharif,sannhamp,79.0,23.0,0.29,Fiber Crops,27.168037,1332.42,64.89341,2.2142522,Surguja,Chhattisgarh,214.0,Surguja,Chhattisgarh,,high_extreme,,,,,,,,,,,,,,,,,,1104,Hectare,Tonnes,Tonnes/Hectare
Bilaspur,Himachal Pradesh,2019,kharif,moong(green gram),15.0,12.0,0.8,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Leh Ladakh,Ladakh,2017,rabi,other oilseeds,4.0,4.5,1.12,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,Hectare,Tonnes,Tonnes/Hectare
Gariyaband,Chhattisgarh,2019,rabi,linseed,7.0,1.0,0.14,Oilseeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,Hectare,Tonnes,Tonnes/Hectare
Fatehpur,Uttar Pradesh,2017,rabi,garlic,923.0,4943.0,5.36,Spices,21.474121,22.25,41.42626,1.5793957,Fatehpur,Uttar Pradesh,182.0,Fatehpur,Uttar Pradesh,,,,,,high_extreme,,,,,,,,,,,,,,508,Hectare,Tonnes,Tonnes/Hectare
Nayagarh,Odisha,2018,rabi,moong(green gram),15182.0,4524.2,0.3,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,Hectare,Tonnes,Tonnes/Hectare
Peren,Nagaland,2019,kharif,peas & beans (pulses),220.0,299.0,1.36,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Hanumangarh,Rajasthan,2016,kharif,urad,76.0,49.0,0.64,Pulses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,Hectare,Tonnes,Tonnes/Hectare
Chittorgarh,Rajasthan,2017,rabi,peas & beans (pulses),198.0,753.0,3.8,Pulses,21.724615,14.43,33.210384,1.7486264,Chittorgarh,Rajasthan,182.0,Chittorgarh,Rajasthan,,,,,high_extreme,,,,,,,,,,,,,,,213,Hectare,Tonnes,Tonnes/Hectare
Baksa,Assam,2015,whole_year,potato,4270.0,23238.0,5.44,Vegetable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,Hectare,Tonnes,Tonnes/Hectare
Raichur,Karnataka,2017,zaid,groundnut,17817.0,23680.0,1.33,Oilseeds,31.839066,122.53,35.801403,2.6092525,Raichur,Karnataka,107.0,Raichur,Karnataka,,,,extreme,moderate,,,,,,,,,,,,,,,1001,Hectare,Tonnes,Tonnes/Hectare
Guntur,Andhra Pradesh,2016,rabi,sesamum,40.0,8.0,0.2,Oilseeds,26.28306,69.43,65.615845,1.994918,Guntur,Andhra Pradesh,183.0,Guntur,Andhra Pradesh,,,,low,,,,moderate,low,,,,,,,,,,,1003,Hectare,Tonnes,Tonnes/Hectare
Coimbatore,Tamil Nadu,2018,rabi,cotton(lint),171.0,445.0,2.6,Fiber Crops,24.040604,324.82,70.350716,1.5418131,Coimbatore,Tamil Nadu,182.0,Coimbatore,Tamil Nadu,,,,,,,,,high_extreme,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
Amreli,Gujarat,2015,rabi,onion,4278.0,127589.0,29.82,Vegetable,25.205055,14.02,38.186977,2.1754396,Amreli,Gujarat,182.0,Amreli,Gujarat,,,,,,,,high_extreme,,,,,,,,,,,,708,Hectare,Tonnes,Tonnes/Hectare
Uttara Kannada,Karnataka,2015,rabi,horse-gram,285.0,35.0,0.12,Pulses,26.030384,237.11,72.92242,1.850055,Uttara Kannada,Karnataka,182.0,Uttara Kannada,Karnataka,,,,,moderate,,,low,,,,low,,,,,,,,206,Hectare,Tonnes,Tonnes/Hectare
Sangareddy,Telangana,2016,kharif,cotton(lint),69740.0,149326.0,2.14,Fiber Crops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101,Hectare,Tonnes,Tonnes/Hectare
